objectId,rightAscension,declination,magnitudeU,magnitudeG,magnitudeR,magnitudeI,magnitudeZ,runId,rerunId,camCol,fieldId,specObjId,objectClass,redshift,plate,mjd,fiberId
1237680275258343680,356.051662676783,26.063883046439,21.38491,21.17766,21.02979,20.80752,20.95496,8103,301,1,72,7336411731986765824,QSO,1.923955,6516,56571,174
1237680246808903936,346.665812989398,19.3665878660179,19.97992,17.69879,16.65801,16.12932,15.72287,8096,301,4,144,6899776417523062784,GALAXY,0.06455883,6128,56236,952
1237678858477568256,13.8673241322734,11.8110749356004,21.15515,19.00214,17.64996,17.13984,16.74649,7773,301,2,401,6.424567765685E+18,GALAXY,0.2308739,5706,56165,665
1237663789026181376,113.333556396538,46.7846508867426,19.04709,17.25061,16.31382,15.82479,15.47142,4264,301,5,69,2102135995829872640,GALAXY,0.07120092,1867,53317,294
1237663789030703360,121.104407093125,55.8467119969822,18.20547,16.47419,15.63887,15.22502,14.90179,4264,301,5,138,2106671207540615168,GALAXY,0.03062945,1871,53384,409
1237663789026509568,113.917413219121,47.3670629355192,22.94647,21.76724,20.75454,19.91822,19.59612,4264,301,5,74,4126570306289817600,GALAXY,0.541478,3665,55247,535
1237667734524985600,223.871255271899,17.3667102227077,19.74762,18.10496,17.42414,17.11621,16.90187,5183,301,2,595,3127803068796659712,GALAXY,0.08577027,2778,54539,193
1237657589779661312,159.128060416346,51.6106856548907,23.63199,22.19784,20.60022,19.70479,19.49419,2821,301,2,98,7537023947562571776,GALAXY,0.4495077,6694,56386,909
1237678860065047040,320.02883209672,9.75109178427667,20.90475,19.40679,18.81273,18.58716,18.45758,7773,301,5,48,2129081451088472064,STAR,-0.0001312203,1891,53238,17
1237652944786489600,1.24827899776949,16.0402931689576,19.56364,19.32464,19.09788,19.0866,19.02477,1739,301,6,311,845662743112476672,QSO,1.148026,751,52251,407
1237652944784261376,355.970348633839,16.0282089266682,20.15494,19.22167,18.8833,18.7657,18.72289,1739,301,6,277,2133725788271306752,STAR,7.37992E-05,1895,53242,529
1237678860091916544,22.760682667404,12.6065986209477,21.48379,20.88041,20.62124,20.28175,19.9857,7773,301,5,458,5252335264219813888,QSO,0.7747133,4665,56209,44
1237678860092440832,23.9410213141003,12.6796342802512,21.34471,21.16427,20.89759,20.66965,20.78666,7773,301,5,466,12453729094323165184,QSO,1.403118,11061,58428,546
1237664854183182592,221.244285125864,32.5840320447847,19.44266,17.96331,17.22226,16.88103,16.62467,4512,301,5,147,2074056945844643840,GALAXY,0.07109947,1842,53501,543
1237680275259326976,358.510021724196,26.2295520752829,22.64424,21.89085,20.19623,19.3955,18.89794,8103,301,1,87,7337566493939619840,GALAXY,0.5234395,6517,56563,279
1237680275259458048,358.948905924308,26.2563905838301,23.55372,21.67699,19.95668,19.15467,18.91324,8103,301,1,89,7337533783468693504,GALAXY,0.4205366,6517,56563,160
1237661971723911424,188.438962254858,7.54048523252848,20.36244,18.48834,17.48856,17.04796,16.65991,3841,301,4,157,1832004133444413440,GALAXY,0.1006161,1627,53473,600
1237661361833968128,199.466381575364,46.760441073811,22.72951,21.6693,20.84958,20.66643,20.37507,3699,301,4,87,8341904949098338304,STAR,-0.000631717,7409,56809,409
1237661361833902336,199.131804823483,46.8015821229628,21.64832,21.22101,20.93792,20.74079,21.02394,3699,301,4,86,8340845844036343808,STAR,-7.661748E-05,7408,56780,652
1237680297270641408,334.653605603522,18.8696896917969,21.87984,21.91546,22.12723,22.4093,21.48606,8108,301,2,81,8532138879989602304,QSO,1.995932,7578,56956,252
1237667229295051008,29.4729864742829,7.31810599698125,22.14365,20.10177,18.41299,17.76053,17.37506,5065,301,5,70,5101512219742722048,GALAXY,0.3211954,4531,55563,217
1237663782590743040,8.99648607795999,-1.07796039505939,26.34657,22.13121,20.49659,19.67004,19.21696,4263,301,1,176,4039853472417601536,GALAXY,0.4605002,3588,55184,453
1237663782592053504,12.0961140017944,-1.07397582664192,19.11051,17.82068,17.48583,17.25257,17.0765,4263,301,1,196,443682660716406784,GALAXY,0.05530992,394,51913,284
1237678595930850048,332.272847638128,1.07017850507291,24.50329,22.8366,22.48727,21.55166,21.58775,7712,301,1,144,10397707489617664000,GALAXY,0.7946037,9235,58021,79
1237678598075515136,325.788352802546,2.57935001323966,22.63746,22.06437,22.00526,21.8906,21.21479,7712,301,5,101,10317919779483310080,QSO,2.042975,9164,58045,629
1237673706652565760,116.758696835794,42.5600033457485,19.95862,18.58574,17.93672,17.6766,17.58998,6573,301,6,222,3631034152935071744,STAR,-8.868676E-05,3225,54853,25
1237654602632790272,139.955068683772,4.54856035920409,20.22068,18.76461,17.8321,17.35049,17.103,2125,301,6,142,1115836946963261440,GALAXY,0.1728631,991,52707,255
1237654602640261120,157.061866098589,5.33984702822373,20.0516,18.28777,17.33801,16.86066,16.48662,2125,301,6,256,648633559191414784,GALAXY,0.1221714,576,52325,419
1237659326019142400,220.953266079713,54.9846010336936,25.25841,22.27372,20.31782,19.3495,18.93325,3225,301,4,82,7556125763105478656,GALAXY,0.5072576,6711,56388,769
1237663788487475968,111.592169333483,42.7378818618384,22.18664,21.9594,22.03728,21.77358,21.00882,4264,301,4,41,11997738528094312448,QSO,1.876283,10656,58163,542
1237661976016519424,199.27723391529,7.49181840768022,19.11196,18.94323,18.69382,18.72048,18.89468,3842,301,4,121,2023374974240188416,QSO,1.195486,1797,54507,483
1237673706650862080,111.62443828446,41.5316192243263,20.78844,19.80786,19.56633,19.53205,19.70844,6573,301,6,196,4.116347321952E+18,STAR,-0.0002921032,3656,55241,208
1237673706654204160,121.772987635834,43.1721761343466,20.66963,20.24804,20.33873,20.11358,19.72551,6573,301,6,247,7181060905421264896,QSO,2.207695,6378,56330,259
1237680275257032960,352.734968669149,25.9002909628079,21.21014,20.93652,20.71918,20.37263,20.27264,8103,301,1,52,8670597087451437056,QSO,1.466068,7701,57356,152
1237680246813950208,358.916594480238,20.1889796385602,22.11842,20.24489,18.36732,17.65178,17.21859,8096,301,4,221,6898608736811898880,GALAXY,0.3842416,6127,56274,800
1237680275258540544,356.665169211427,26.1647225846429,22.04133,20.31709,19.61378,20.16914,19.33222,8103,301,1,75,8632490217214072832,STAR,-0.001242139,7667,57580,784
1237680275262210560,5.97272803927353,26.273925436745,22.34177,21.83516,21.54084,21.6108,21.54152,8103,301,1,131,8626890125891360768,GALAXY,1.460053,7662,57358,891
1237680499675104000,340.229726639869,32.0434650246834,22.54662,21.44777,21.08098,21.34826,21.10018,8155,301,3,144,8041224798725232640,QSO,2.708657,7142,56567,173
1237666300020326656,53.9632212926268,-0.619547115949122,23.28482,20.5541,18.90847,18.28887,17.8792,4849,301,2,815,912006457161967616,GALAXY,0.2814719,810,52672,100
1237663458853258240,324.145254222994,0.878312436080508,25.14834,22.19908,20.76118,19.71715,19.14577,4187,301,6,110,4.722284610113E+18,STAR,7.39123E-05,4194,55450,947
1237663458852799488,323.094134765458,1.00713924650154,23.08688,21.78234,21.10132,20.13352,19.73096,4187,301,6,103,4722235132089751552,GALAXY,0.7212181,4194,55450,767
1237663458853192192,324.017263306906,1.01527674597324,20.56228,19.05212,18.08623,17.52118,17.1237,4187,301,6,109,1113639019209582592,GALAXY,0.1028326,989,52468,451
1237663458853126656,323.918231441446,0.943176042095679,20.7781,19.53668,18.92729,18.57713,18.38188,4187,301,6,108,1158674473176557568,GALAXY,0.04996956,1029,52912,449
1237673706651190272,112.691567125912,41.6268634988842,22.85268,20.68803,19.93794,19.64404,19.34985,6573,301,6,201,4116292346370611200,STAR,0.0004326115,3656,55241,8
1237655691939480064,220.460717814208,-2.42877832198786,21.4836,20.86645,20.71543,20.65669,20.21851,2379,301,3,75,4532929464259336192,QSO,2.235544,4026,55325,205
1237667734523872000,221.28046606764,17.8486879904079,22.42207,21.34782,20.02359,19.21286,18.66503,5183,301,2,578,6163329848075114496,GALAXY,0.5313746,5474,56036,559
1237662195612647680,221.481112717525,37.0794469452837,18.12143,16.76318,16.01564,15.62705,15.35521,3893,301,5,364,1556167446354749440,GALAXY,0.07057091,1382,53115,632
1237662195595215616,169.399254786628,42.2430600172719,25.32624,23.04657,21.3949,20.21782,19.73816,3893,301,5,98,5276063546492606464,GALAXY,0.5960871,4686,56013,351
1237680275798491904,4.42648547392361,26.8008577253607,25.69007,23.44519,21.58787,20.29657,19.62464,8103,301,2,122,8626805463496022016,GALAXY,0.6804907,7662,57358,583
1237663458851685376,320.493221637985,0.909845767704117,23.78016,22.32157,20.5352,19.65381,19.24222,4187,301,6,86,4720021815501805568,GALAXY,0.5126847,4192,55469,907
1237663458853257216,324.145819503183,0.86744304640389,21.51167,19.9609,19.12331,18.70654,18.61577,4187,301,6,110,4723317876198758400,GALAXY,0.2309789,4195,55452,610
1237663458852602368,322.714437771982,0.867728460656222,20.86684,19.07022,17.91693,17.44266,17.07891,4187,301,6,100,1112541432599570432,GALAXY,0.1358504,988,52520,554
1237663458851225856,319.541168824718,0.904963507341374,22.22957,20.30096,18.62366,17.98981,17.62146,4187,301,6,79,1155340198226192384,GALAXY,0.2880518,1026,52558,607
1237663458853519616,324.727011926137,0.937370928640475,18.99464,17.32971,16.39306,15.95488,15.60065,4187,301,6,114,1114734407618422784,GALAXY,0.09142967,990,52465,340
1237663458852602880,322.580248115078,0.916410760562554,26.67298,22.149,20.54828,19.68417,19.22482,4187,301,6,100,4722193350647896064,GALAXY,0.5224367,4194,55450,615
1237665024374736128,202.916888572525,33.0677617760373,26.5712,26.10349,23.37809,21.79922,19.84334,4552,301,2,200,11548613048127477760,QSO,1.974833,10257,58526,937
1237663782597558528,24.6646114582082,-1.23275049525523,24.23618,21.42799,19.33757,18.72802,18.50868,4263,301,1,280,4763793098106230784,GALAXY,0.3704835,4231,55444,402
1237663782591856896,11.6135116002206,-1.06093120615414,19.64952,17.37439,16.16641,15.57618,15.1623,4263,301,1,193,4040888937526614016,GALAXY,0.1240716,3589,55186,124
1237663782590021888,7.4840387558378,-1.20850032484858,22.20493,20.1515,18.85949,18.33799,18.00317,4263,301,1,165,1737282860424914944,QSO,0.2363512,1543,53738,70
1237663782592119040,12.1510945671883,-1.17981249025656,22.67258,21.59497,20.71314,19.87597,19.42482,4263,301,1,197,4042059093028132864,GALAXY,0.671206,3590,55201,285
1237663782594150656,16.7997722972831,-1.17306504851335,20.72139,19.90613,19.50162,19.15897,19.04368,4263,301,1,228,1218247930788472832,GALAXY,0.1266643,1082,52523,88
1237668332028428288,221.292836150483,14.2291556159241,15.69044,16.07109,16.60532,16.99738,17.33034,5322,301,3,78,6159811135954769920,STAR,-0.0003074506,5471,56034,46
1237661971718471936,175.913049718904,7.43274518336298,19.61959,17.64868,16.68115,16.28533,15.91488,3841,301,4,74,1824093691401234432,GALAXY,0.08333499,1620,53137,494
1237665441000457216,246.083859185254,14.7292860885217,22.70735,21.99854,20.60988,19.72663,19.61621,4649,301,2,412,2486023343287855104,GALAXY,0.678446,2208,53880,132
1237655691936661504,213.992460164031,-2.45399172542178,17.92948,18.19919,18.66623,19.01955,19.31679,2379,301,3,32,4543037000748652544,STAR,7.59593E-05,4035,55383,112
1237678858452796672,316.484271857961,7.78169268064117,22.26576,22.31196,21.97909,21.90623,21.60892,7773,301,2,23,12741945726076213248,QSO,1.261015,11317,58398,496
1237678860068783104,328.666843070268,10.8254626372584,22.09158,21.12272,20.8949,20.85156,20.48267,7773,301,5,105,4610742729676445696,STAR,-0.0003278411,4095,55497,664
1237657609108194560,122.565306218233,37.4476944194642,24.97915,26.03195,22.62009,20.92159,19.61817,2825,301,6,116,10537475209304496128,GALAXY,0.781101,9359,58056,647
1237664854178988288,210.283856533158,35.4852812359033,19.64644,18.46225,17.72215,17.3364,17.08298,4512,301,5,83,2069542900286384128,GALAXY,0.1636475,1838,53467,505
1237680275259195648,358.24306430019,26.1481906951436,19.14519,17.16492,16.26145,15.82542,15.48357,8103,301,1,85,7337576114666362880,GALAXY,0.06462377,6517,56563,314
1237680275261751552,4.8287354800807,26.2703256427392,20.43301,19.14648,17.75237,17.22516,16.88085,8103,301,1,124,7066155067347589120,GALAXY,0.2615785,6276,56269,26
1237680275263586560,9.38171368058295,26.3679972599591,20.60911,18.17603,16.98168,16.45801,16.09595,8103,301,1,152,7072926689668651008,GALAXY,0.1439572,6282,56572,85
1237665441521795328,210.25668980068,27.1456761437614,19.76249,18.45448,17.73698,17.36292,17.08751,4649,301,3,175,2386957894911289344,GALAXY,0.1228791,2120,53852,182
1237673706651976448,114.848191110908,42.2246952690575,22.34671,22.08871,21.0474,20.29522,20.27898,6573,301,6,213,9333876377529899008,QSO,1.511056,8290,57364,604
1237661361842815744,225.60205163248,39.7270477704094,22.90082,21.84495,21.27885,20.72363,20.65159,3699,301,4,222,9563435984227686400,GALAXY,0.6226482,8494,57104,153
1237661361835213312,203.461032259543,46.1335520256885,22.3595,21.99278,21.6617,21.31494,21.05129,3699,301,4,106,8339777943233648640,QSO,1.005804,7407,56772,863
1237661361835606016,204.686898083221,45.8301700759903,18.30906,17.45485,17.10199,16.96837,16.93607,3699,301,4,112,7597606763123464192,STAR,-0.0004083598,6748,56371,124
1237661361835737088,205.042533157035,45.8714369106561,20.25962,19.99371,19.87342,19.61201,19.64265,3699,301,4,114,8364409477060122624,QSO,0.4767401,7429,56740,360
1237661361836785664,208.43765997321,45.214494240672,22.32397,20.17636,19.24193,18.79944,18.54803,3699,301,4,130,8363251692003940352,STAR,-0.001070672,7428,56781,244
1237678595942842880,359.673649567003,1.51571955990394,24.67194,21.25333,21.11533,21.01939,20.99368,7712,301,1,327,4816611438704744448,QSO,2.770637,4278,55505,42
1237651539777880320,142.727776270428,61.81107477807,19.97844,18.60103,17.891,17.42541,17.13911,1412,301,5,45,547282219647920128,GALAXY,0.09187129,486,51910,345
1237680275261948160,5.26212890564801,26.3811370890806,21.08656,21.47326,20.72358,21.02044,20.73366,8103,301,1,127,8626845595670435840,QSO,1.364621,7662,57358,729
1237680275261293056,3.5743422684576,26.4340096193242,19.80689,19.48813,19.40089,19.2142,19.12451,8103,301,1,117,8629158693408364544,QSO,1.992069,7664,57367,952
1237680246806479616,340.844289289063,18.6989510371267,27.22261,21.17138,19.57584,18.77934,18.56208,8096,301,4,107,5658858517052020736,GALAXY,0.4668843,5026,55855,311
1237668311624057856,227.925996841407,15.466518988185,23.09659,21.82101,21.64398,21.7433,21.39224,5317,301,5,28,6174460479211329536,QSO,2.862215,5484,56039,92
1237662500001677568,228.985205281306,43.392717762538,19.62353,19.21191,19.02153,18.69825,18.51917,3964,301,4,108,6809679133456750592,QSO,1.919626,6048,56072,860
1237651737374360320,195.558473414985,3.292197863214,23.51537,20.87554,19.09402,18.48833,18.02263,1458,301,5,472,5357111566679693312,GALAXY,0.3458954,4758,55682,290
1237651737386483968,223.246946679486,2.62336050297986,19.05457,17.42661,16.56527,16.11977,15.79034,1458,301,5,657,605847983375804416,GALAXY,0.08340388,538,52029,414
1237671939804823552,259.532707809266,64.0211410117647,17.8264,16.52453,16.00764,15.78557,15.68758,6162,301,3,137,2872257875021948928,STAR,-0.0005214697,2551,54552,317
1237667734524920064,223.727660188235,17.4193500674019,19.76225,18.37219,17.64621,17.19575,16.92601,5183,301,2,594,3127812964401309696,GALAXY,0.1012249,2778,54539,229
1237666300021571840,56.7750640991859,-0.512572822134493,20.61148,19.52345,18.94174,18.66265,18.63731,4849,301,2,834,1399555755769620480,GALAXY,0.1846159,1243,52930,226
1237666300019605760,52.3537514384017,-0.59555411649135,20.94928,19.15446,18.23613,17.83082,17.55022,4849,301,2,804,1301616752676857856,GALAXY,0.1507429,1156,52641,278
1237658206120444416,178.760989041921,51.0549825105344,22.76975,21.39999,20.35551,19.54509,18.99349,2964,301,6,296,7524463676985989120,GALAXY,0.5143208,6683,56416,271
1237663458851816448,320.813318874777,0.874282309738168,26.44616,25.87279,22.22872,20.93166,19.90493,4187,301,6,88,10315627297655511040,QSO,1.076561,9162,58040,481
1237665442060960000,216.050244133463,26.3991977097549,24.69426,22.28567,20.56704,19.44892,19.35646,4649,301,4,210,6772496124509181952,GALAXY,0.5648833,6015,56096,757
1237654954818798592,257.688916207303,37.6868296388351,22.34527,22.26885,21.80765,21.9222,21.72706,2207,301,6,122,12070981122886227968,GALAXY,0.301124,10721,58288,757
1237648705116766464,189.887544552313,0.614781572591329,19.39325,16.82884,15.68132,15.28289,15.02773,752,301,5,309,3287787783459989504,STAR,8.925032E-06,2920,54562,582
1237662195597246464,175.503601877485,42.7585173666569,19.73008,18.43464,17.4309,17.00401,16.67022,3893,301,5,129,1627038391579207680,GALAXY,0.1478202,1445,53062,411
1237662195593970176,165.681055943877,41.5065985769489,23.6958,22.08615,20.38069,19.58172,19.16307,3893,301,5,79,5206194524326746112,GALAXY,0.4911976,4624,55654,121
1237662195600588800,186.059024514634,43.2828211846522,25.25913,24.3148,21.42208,20.27427,19.61287,3893,301,5,180,9427198808390129664,GALAXY,0.70402,8373,57785,141
1237680275799802112,7.71002672119403,26.7404241596661,22.99516,21.4864,19.65463,18.91965,18.55263,8103,301,2,142,7073019323523291136,GALAXY,0.3975275,6282,56572,422
1237680275793707520,352.297902037557,26.2265924861382,23.60382,22.62292,21.22796,19.99182,19.13148,8103,301,2,49,7094408672487692288,GALAXY,0.664415,6301,56543,412
1237662533820547584,230.897428324575,10.3043559983476,20.8325,20.15814,19.9051,19.82978,19.68769,3972,301,3,47,6184697481718421504,QSO,2.374596,5493,56009,470
1237651753993371904,141.236885705701,1.91421266867509,20.48671,20.07059,20.05775,20.05985,20.08619,1462,301,4,106,532726610160281600,QSO,1.242189,473,51929,640
1237678858453254912,317.587412779703,8.08113265003877,19.45025,17.64879,16.5926,16.12621,15.74471,7773,301,2,30,4592769010849044480,GALAXY,0.1347309,4079,55363,812
1237655108368400640,146.162847394068,53.5011626569471,21.18817,19.04097,17.75134,17.20987,16.80099,2243,301,4,191,865894619932551168,GALAXY,0.1990185,769,54530,282
1237673706646798848,100.219369686063,38.3148266650122,20.62991,19.27938,18.7385,18.52262,18.39331,6573,301,6,134,3040022731312621568,STAR,-8.651699E-05,2700,54417,338
1237673709866320640,133.086584934949,-1.01300530530407,24.43984,22.10483,20.45868,19.6168,19.20959,6574,301,4,108,4291955551267739648,GALAXY,0.4610883,3812,55513,91
1237663782602539264,36.0677020220459,-1.18608911480026,19.48022,18.48599,18.12675,17.8621,17.78727,4263,301,1,356,1206998554460055552,GALAXY,0.0586592,1072,52643,123
1237663782592315648,12.7122552000612,-1.17570612835517,19.20068,17.95626,17.44963,17.17984,16.90974,4263,301,1,200,779202487054788608,GALAXY,0.04469411,692,52201,290
1237663782600638720,31.6878839950735,-1.17567561128872,20.7704,18.81136,17.58149,17.10099,16.76589,4263,301,1,327,454886682508945408,GALAXY,0.193693,404,51812,84
1237663782602604800,36.1214251812835,-1.20846876645636,21.98144,22.07973,21.92136,21.49021,21.48342,4263,301,1,357,8257471249611249664,QSO,1.62201,7334,56656,441
1237663782600048896,30.3540083639631,-1.18794193314634,24.4444,22.14621,21.33159,20.64761,20.60081,4263,301,1,318,10494717126463739904,GALAXY,0.7195217,9321,58069,742
1237663782599655936,29.4771123627605,-1.05025509132925,19.98891,18.86238,18.34701,18.0674,17.842,4263,301,1,312,1694536033988798464,GALAXY,0.1216115,1505,52941,206
1237663782588580352,4.05794157366398,-1.08908001919135,25.39308,21.10266,19.26327,18.64662,18.25456,4263,301,1,143,1735026387586148352,GALAXY,0.3471124,1541,53732,53
1237668299283235328,198.150033756054,20.3774619199745,21.93896,20.95246,19.19772,18.56947,18.13,5314,301,6,138,6602368414643410944,GALAXY,0.4069282,5864,56047,332
1237667210513351168,144.589385067008,22.8451752716659,22.06603,21.3186,21.35392,21.29844,21.55029,5061,301,2,204,6517861603538655232,QSO,2.361285,5789,56246,98
1237678860087394560,12.1290428575085,13.2244273108677,20.24303,19.99867,19.85599,19.62482,19.4723,7773,301,5,389,12432219348919408640,QSO,0.8048334,11042,58462,118
1237678860087591168,12.5739666322271,13.1299560878687,21.49675,21.28493,20.91057,20.5349,20.42848,7773,301,5,392,12432195709419411456,QSO,1.959725,11042,58462,32
1237667538010309120,157.016955111205,22.504404877147,22.75086,21.66601,21.59205,21.44938,21.32755,5137,301,4,291,7232791552145512448,STAR,-0.0001855833,6424,56272,38
1237663782603195136,37.5577418928261,-1.16442223773095,21.91449,21.74368,21.82245,21.2961,21.09604,4263,301,1,366,8257372843320563712,GALAXY,0.380548,7334,56656,83
1237655691939480320,220.440780990102,-2.34537831652707,23.25126,22.08692,22.07181,22.07473,21.82856,2379,301,3,75,4532929739137243136,STAR,0.0001007892,4026,55325,206
1237680275262734592,7.24908879073985,26.3470946324082,21.5958,19.34596,17.91045,17.36125,17.04877,8103,301,1,139,7070669667141179392,GALAXY,0.2561356,6280,56570,66
1237661361834885376,202.369414455238,46.2684011437575,21.09757,20.80094,20.69227,20.53967,20.20173,3699,301,4,101,8339738085937141760,QSO,1.520604,7407,56772,718
1237661361835672064,204.880637482182,45.7972964946152,22.19167,21.2689,21.16809,20.96811,20.50207,3699,301,4,113,7597609237024626688,STAR,-0.0006180136,6748,56371,133
1237668332037603584,242.268820473983,9.63558597794838,24.63467,25.11439,21.47685,18.50328,22.8269,5322,301,3,218,2844062274220484608,STAR,6.426028E-05,2526,54582,142
1237673706653876480,120.653967861129,42.9820831834014,20.27167,20.35023,20.11172,19.76969,19.57281,6573,301,6,242,9319133845864601600,QSO,1.98545,8277,57073,219
1237678595944743168,3.94874602225997,1.61424430464186,23.05103,20.88394,20.50854,20.33455,20.11935,7712,301,1,356,4839145379860862976,STAR,-0.0009194931,4298,55511,100
1237661951346868480,228.321014357531,10.3571043274803,19.04752,18.1619,17.86432,17.75147,17.722,3836,301,6,524,6180191682749028352,STAR,0.0003146183,5489,55990,462
1237678802627526912,32.0205449527656,5.88291223792415,19.77735,18.47289,17.91673,17.69397,17.54254,7760,301,2,165,8169647483498289152,STAR,-0.0004444549,7256,56658,428
1237680246802678272,331.898217127103,17.2534440289172,25.89834,19.89607,18.41715,17.83071,17.4728,8096,301,4,49,5662278821086517248,GALAXY,0.2409169,5029,55750,466
1237680246802809600,332.098218494568,17.2857688950082,22.36696,20.3566,18.67665,18.04603,17.65534,8096,301,4,51,5669132628143659008,GALAXY,0.3179944,5035,55829,824
1237680246802678784,331.881574121399,17.2859130133833,25.12803,22.40549,20.6001,19.74097,19.24771,8096,301,4,49,5669122182783195136,GALAXY,0.5021093,5035,55829,786
1237680275263848704,10.1882678019322,26.1915827412529,20.58744,20.59652,20.59658,20.21099,20.14742,8103,301,1,156,8639174968821962752,QSO,1.566183,7673,57329,527
1237678860080185344,355.239937449121,13.1509900017311,21.24376,20.50335,20.26958,20.32641,20.12012,7773,301,5,279,6924428566907344896,QSO,2.510987,6150,56187,524
1237662335717015808,236.784503328172,33.2254923270296,20.94709,19.81452,19.35036,19.04388,19.01795,3926,301,2,75,1579694798044948480,GALAXY,0.03149058,1403,53227,208
1237680246801498880,329.075661281631,16.7081207552019,26.97575,21.40752,19.63637,18.74601,18.29239,8096,301,4,31,5698366168039184384,GALAXY,0.4756039,5061,55806,679
1.237662500006E+18,239.262954306315,37.4227057498944,21.29963,20.48624,20.34042,20.06625,19.61901,3964,301,4,174,5594757816906962944,QSO,0.6797606,4969,56041,586
1237662500007837952,243.185048390378,34.556455821201,20.85423,20.66001,19.0747,17.14094,16.08844,3964,301,4,202,1895025940304521216,STAR,-0.0001847303,1683,53436,496
1237661976011014400,186.595077981605,7.74882947946193,21.16024,20.75325,20.70666,20.32144,20.50531,3842,301,4,37,6076501688164046848,QSO,1.710276,5397,55944,72
1237659326561779968,237.960674387032,47.225409984275,24.50216,20.3263,19.15615,19.05166,19.08629,3225,301,5,170,7577402688113235968,QSO,3.839332,6730,56425,350
1237673706654728704,123.326546698786,43.3064033270707,21.368,21.12974,21.07821,20.73008,20.50231,6573,301,6,255,9320273488274282496,QSO,1.774746,8278,56990,269
1237663788493111808,120.309541973982,54.2760112250236,21.52971,21.41593,21.2565,21.15611,22.35039,4264,301,4,127,8197803508239718400,QSO,1.440457,7281,57007,459
1237663788488131072,112.172802379993,44.1201708722338,21.36035,20.8137,20.71022,20.63899,20.24632,4264,301,4,51,11996604382001256448,QSO,2.393781,10655,58172,512
1237651737374490624,195.770898879633,3.25953572877853,20.06302,18.30662,17.44181,17.05007,16.74735,1458,301,5,474,590084560012732416,GALAXY,0.07253376,524,52027,411
1237657629528752896,183.254048321685,52.6904519188232,23.73064,22.57203,21.17603,19.86416,19.11267,2830,301,4,413,7523494457049896960,GALAXY,0.6994455,6682,56390,841
1237680275798229760,3.83620089363183,26.8416848861713,22.25355,22.46093,20.83164,19.95042,19.29188,8103,301,2,118,7066371946016167936,GALAXY,0.4073848,6276,56269,815
1237680275799540224,7.04752969238081,26.8231874934472,22.33154,20.46541,18.68501,18.05082,17.60475,8103,301,2,138,7073038015220963328,GALAXY,0.3574682,6282,56572,490
1237663458851881216,320.992582733555,0.938575207613373,19.70687,18.50428,17.57031,17.05833,16.76392,4187,301,6,89,1111414433231431680,QSO,0.1400378,987,52523,550
1237663458851226112,319.528280310933,0.877609868144831,19.74766,18.04602,17.09171,16.64383,16.29497,4187,301,6,79,1110312996116129792,GALAXY,0.1380112,986,52443,639
1237663458849915392,316.496406375878,1.0288688379375,20.25777,18.18473,17.12617,16.6809,16.3639,4187,301,6,59,1109126073112619008,GALAXY,0.1181542,985,52431,417
1237663458852798976,323.066984046404,0.979823868605641,20.24106,19.25955,18.93465,18.68832,18.61749,4187,301,6,103,1157587330584832000,GALAXY,0.05042506,1028,52884,590
1237654954817421568,255.712191005952,40.5074575169418,20.55708,19.63687,19.38092,19.3099,19.29144,2207,301,6,101,2468130171840915456,STAR,-0.0003548152,2192,54232,573
1237654954818601472,257.387910684448,38.0180626276882,22.5722,20.82608,20.49407,20.44662,20.24178,2207,301,6,119,5610368954436704256,STAR,-0.0008853183,4983,55836,35
1237661971733152000,209.748019982191,6.87360271100412,19.73976,18.468,17.56019,17.10438,16.83538,3841,301,4,298,2035744474499409920,GALAXY,0.1858167,1808,54176,427
1237661971714408448,166.458299018355,7.19222007710562,24.509,23.59947,21.1437,19.95918,19.37524,3841,301,4,12,5466462675080075264,GALAXY,0.6998723,4855,55926,795
1237655123937853952,189.872917245925,3.84333010794209,25.0945,21.56534,20.29474,19.32451,18.85088,2247,301,1,194,5353784719002851328,GALAXY,0.5491362,4755,55660,475
1237662198811853312,207.878405852778,11.1968294787372,24.16954,21.82331,21.40239,21.27288,21.34838,3894,301,3,28,6130685621902268416,GALAXY,0.143739,5445,55987,584
1237667536938795776,162.70390655356,22.6918751089428,22.47485,21.73577,21.36324,21.20148,21.12624,5137,301,2,325,7236336378572986368,QSO,0.9093884,6427,56328,646
1237678858471800832,0.454886937848869,11.9239011472369,21.66226,19.19601,17.82545,17.2964,16.91538,7773,301,2,313,6953684923346868224,GALAXY,0.2004165,6176,56264,462
1237658206114677248,158.926721438559,48.1698824438802,24.71155,23.48211,21.97372,20.6322,19.75823,2964,301,6,208,8317123610117691392,GALAXY,0.6793634,7387,57038,367
1237651539800031744,244.334790575869,51.9632078118126,24.73241,22.76566,21.27649,20.11007,19.43669,1412,301,5,383,9077088200523274240,STAR,0.0002104084,8062,58251,302
1237680275261817088,4.91881365757047,26.2698809280883,19.19676,17.34275,16.29435,15.85817,15.46556,8103,301,1,125,7070783741472561152,GALAXY,0.1101006,6280,56570,481
1237663782599524608,29.1444113421562,-1.18369700711439,24.22037,24.28421,22.06186,21.0757,20.86448,4263,301,1,310,1694558573977167872,GALAXY,0.01654369,1505,52941,288
